city,city_ascii,state_id,state_name,timezone
Arden on the Severn,Arden on the Severn,MD,Maryland,America/New_York
Bourbon,Bourbon,IN,Indiana,America/Indiana/Indianapolis
White Pigeon,White Pigeon,MI,Michigan,America/Detroit
Aurora,Aurora,TX,Texas,America/Chicago
Crane,Crane,MO,Missouri,America/Chicago
Cedarville,Cedarville,AR,Arkansas,America/Chicago
Mescal,Mescal,AZ,Arizona,America/Phoenix
Chester,Chester,CA,California,America/Los_Angeles
Teaticket,Teaticket,MA,Massachusetts,America/New_York
Victory Gardens,Victory Gardens,NJ,New Jersey,America/New_York
St. Jacob,St. Jacob,IL,Illinois,America/Chicago
Worthington,Worthington,KY,Kentucky,America/New_York
Marble Hill,Marble Hill,MO,Missouri,America/Chicago
Youngstown,Youngstown,NY,New York,America/New_York
Parkwood,Parkwood,CA,California,America/Los_Angeles
Haines,Haines,AK,Alaska,America/Juneau
Vevay,Vevay,IN,Indiana,America/Indiana/Vevay
Thomson,Thomson,IL,Illinois,America/Chicago
Churubusco,Churubusco,IN,Indiana,America/Indiana/Indianapolis
Wynnewood,Wynnewood,OK,Oklahoma,America/Chicago
Crownsville,Crownsville,MD,Maryland,America/New_York
Hamilton,Hamilton,MO,Missouri,America/Chicago
Bayou Vista,Bayou Vista,TX,Texas,America/Chicago
Uintah,Uintah,UT,Utah,America/Denver
Duchesne,Duchesne,UT,Utah,America/Denver
Norwood,Norwood,OK,Oklahoma,America/Chicago
Lockney,Lockney,TX,Texas,America/Chicago
Frenchtown,Frenchtown,NJ,New Jersey,America/New_York
Southern View,Southern View,IL,Illinois,America/Chicago
Phoenix,Phoenix,IL,Illinois,America/Chicago
Drexel,Drexel,OH,Ohio,America/New_York
Julian,Julian,CA,California,America/Los_Angeles
Tonto Basin,Tonto Basin,AZ,Arizona,America/Phoenix
Mustang Ridge,Mustang Ridge,TX,Texas,America/Chicago
Rector,Rector,AR,Arkansas,America/Chicago
Alum Creek,Alum Creek,WV,West Virginia,America/New_York
Riverbend,Riverbend,WA,Washington,America/Los_Angeles
Rock Creek,Rock Creek,MN,Minnesota,America/Chicago
Livingston,Livingston,LA,Louisiana,America/Chicago
Aristocrat Ranchettes,Aristocrat Ranchettes,CO,Colorado,America/Denver
Preston,Preston,TX,Texas,America/Chicago
Lake Lorelei,Lake Lorelei,OH,Ohio,America/New_York
Marion,Marion,KS,Kansas,America/Chicago
Río Lajas,Rio Lajas,PR,Puerto Rico,America/Puerto_Rico
Calhoun City,Calhoun City,MS,Mississippi,America/Chicago
Winfield,Winfield,MO,Missouri,America/Chicago
Burnham,Burnham,PA,Pennsylvania,America/New_York
Westville,Westville,OK,Oklahoma,America/Chicago
Girard,Girard,IL,Illinois,America/Chicago
Montour Falls,Montour Falls,NY,New York,America/New_York
Effort,Effort,PA,Pennsylvania,America/New_York
Higganum,Higganum,CT,Connecticut,America/New_York
Galesville,Galesville,WI,Wisconsin,America/Chicago
Cecilia,Cecilia,LA,Louisiana,America/Chicago
Fairview-Ferndale,Fairview-Ferndale,PA,Pennsylvania,America/New_York
Garden City,Garden City,MO,Missouri,America/Chicago
Kingston,Kingston,OK,Oklahoma,America/Chicago
Inglis,Inglis,FL,Florida,America/New_York
Sandy Valley,Sandy Valley,NV,Nevada,America/Los_Angeles
Martinsburg,Martinsburg,PA,Pennsylvania,America/New_York
Plain View,Plain View,NC,North Carolina,America/New_York
Abram,Abram,TX,Texas,America/Chicago
Gallatin,Gallatin,MO,Missouri,America/Chicago
Saratoga,Saratoga,WY,Wyoming,America/Denver
Pine,Pine,AZ,Arizona,America/Phoenix
Ridgeville,Ridgeville,SC,South Carolina,America/New_York
Blossburg,Blossburg,PA,Pennsylvania,America/New_York
Jamestown,Jamestown,KY,Kentucky,America/Chicago
Flying Hills,Flying Hills,PA,Pennsylvania,America/New_York
Carter,Carter,TX,Texas,America/Chicago
Mount Sterling,Mount Sterling,OH,Ohio,America/New_York
Eldorado,Eldorado,TX,Texas,America/Chicago
Rosharon,Rosharon,TX,Texas,America/Chicago
Black Earth,Black Earth,WI,Wisconsin,America/Chicago
Desoto Lakes,Desoto Lakes,FL,Florida,America/New_York
The Galena Territory,The Galena Territory,IL,Illinois,America/Chicago
Oberlin,Oberlin,KS,Kansas,America/Chicago
Redfield,Redfield,AR,Arkansas,America/Chicago
Allendale,Allendale,CA,California,America/Los_Angeles
Bessemer,Bessemer,MI,Michigan,America/Menominee
Center Point,Center Point,TX,Texas,America/Chicago
Trainer,Trainer,PA,Pennsylvania,America/New_York
Bear Creek,Bear Creek,AK,Alaska,America/Anchorage
Braham,Braham,MN,Minnesota,America/Chicago
Durand,Durand,WI,Wisconsin,America/Chicago
Waterville,Waterville,NY,New York,America/New_York
Loretto,Loretto,TN,Tennessee,America/Chicago
Eden,Eden,TX,Texas,America/Chicago
Cedar Crest,Cedar Crest,MA,Massachusetts,America/New_York
Teutopolis,Teutopolis,IL,Illinois,America/Chicago
Perry,Perry,OH,Ohio,America/New_York
Fort Recovery,Fort Recovery,OH,Ohio,America/New_York
Deshler,Deshler,OH,Ohio,America/New_York
Mapleton,Mapleton,MN,Minnesota,America/Chicago
Long Lake,Long Lake,MN,Minnesota,America/Chicago
Houghton,Houghton,NY,New York,America/New_York
Forsyth,Forsyth,MT,Montana,America/Denver
South Charleston,South Charleston,OH,Ohio,America/New_York
Fairforest,Fairforest,SC,South Carolina,America/New_York
Tennessee Ridge,Tennessee Ridge,TN,Tennessee,America/Chicago
Eleanor,Eleanor,WV,West Virginia,America/New_York
Byers,Byers,CO,Colorado,America/Denver
Collinsville,Collinsville,MS,Mississippi,America/Chicago
Walcott,Walcott,IA,Iowa,America/Chicago
Watkins Glen,Watkins Glen,NY,New York,America/New_York
Bernie,Bernie,MO,Missouri,America/Chicago
Wilson,Wilson,OK,Oklahoma,America/Chicago
Mercersburg,Mercersburg,PA,Pennsylvania,America/New_York
Dresden,Dresden,OH,Ohio,America/New_York
Coal Run Village,Coal Run Village,KY,Kentucky,America/New_York
North Belle Vernon,North Belle Vernon,PA,Pennsylvania,America/New_York
Devens,Devens,MA,Massachusetts,America/New_York
Gordo,Gordo,AL,Alabama,America/Chicago
Tome,Tome,NM,New Mexico,America/Denver
Morovis,Morovis,PR,Puerto Rico,America/Puerto_Rico
Pelzer,Pelzer,SC,South Carolina,America/New_York
Ashaway,Ashaway,RI,Rhode Island,America/New_York
Union City,Union City,OK,Oklahoma,America/Chicago
Akron,Akron,CO,Colorado,America/Denver
Kenvil,Kenvil,NJ,New Jersey,America/New_York
Gordon,Gordon,NE,Nebraska,America/Denver
Lookout Mountain,Lookout Mountain,GA,Georgia,America/New_York
Surrey,Surrey,ND,North Dakota,America/Chicago
Mowbray Mountain,Mowbray Mountain,TN,Tennessee,America/New_York
Yorktown,Yorktown,TX,Texas,America/Chicago
Island Heights,Island Heights,NJ,New Jersey,America/New_York
Long Valley,Long Valley,NJ,New Jersey,America/New_York
Crothersville,Crothersville,IN,Indiana,America/Indiana/Indianapolis
Atlantic Beach,Atlantic Beach,NC,North Carolina,America/New_York
Woodbranch,Woodbranch,TX,Texas,America/Chicago
Crystal Falls,Crystal Falls,MI,Michigan,America/Menominee
Sea Bright,Sea Bright,NJ,New Jersey,America/New_York
Mesilla,Mesilla,NM,New Mexico,America/Denver
Fair Grove,Fair Grove,MO,Missouri,America/Chicago
Buena Vista,Buena Vista,GA,Georgia,America/New_York
Runaway Bay,Runaway Bay,TX,Texas,America/Chicago
Legend Lake,Legend Lake,WI,Wisconsin,America/Chicago
Wagon Wheel,Wagon Wheel,AZ,Arizona,America/Phoenix
Northlakes,Northlakes,NC,North Carolina,America/New_York
Rocky Point,Rocky Point,WA,Washington,America/Los_Angeles
Towamensing Trails,Towamensing Trails,PA,Pennsylvania,America/New_York
Reinbeck,Reinbeck,IA,Iowa,America/Chicago
Quail Creek,Quail Creek,TX,Texas,America/Chicago
East Washington,East Washington,PA,Pennsylvania,America/New_York
Lisbon,Lisbon,IA,Iowa,America/Chicago
Vernon,Vernon,AL,Alabama,America/Chicago
Maroa,Maroa,IL,Illinois,America/Chicago
Shortsville,Shortsville,NY,New York,America/New_York
Kingstown,Kingstown,MD,Maryland,America/New_York
Mechanicsburg,Mechanicsburg,OH,Ohio,America/New_York
Searles Valley,Searles Valley,CA,California,America/Los_Angeles
Amelia,Amelia,LA,Louisiana,America/Chicago
Chapel Hill,Chapel Hill,TN,Tennessee,America/Chicago
Wacousta,Wacousta,MI,Michigan,America/Detroit
Prairie City,Prairie City,IA,Iowa,America/Chicago
Manasota Key,Manasota Key,FL,Florida,America/New_York
Cade,Cade,LA,Louisiana,America/Chicago
Shamrock,Shamrock,TX,Texas,America/Chicago
Galena,Galena,OH,Ohio,America/New_York
Hackleburg,Hackleburg,AL,Alabama,America/Chicago
Salyersville,Salyersville,KY,Kentucky,America/New_York
Shamokin Dam,Shamokin Dam,PA,Pennsylvania,America/New_York
Freeport,Freeport,PA,Pennsylvania,America/New_York
Audubon Park,Audubon Park,KY,Kentucky,America/New_York
Orwell,Orwell,OH,Ohio,America/New_York
Bakersfield Country Club,Bakersfield Country Club,CA,California,America/Los_Angeles
Angola on the Lake,Angola on the Lake,NY,New York,America/New_York
Southside Place,Southside Place,TX,Texas,America/Chicago
Wadley,Wadley,GA,Georgia,America/New_York
Jobos,Jobos,PR,Puerto Rico,America/Puerto_Rico
Parks,Parks,AZ,Arizona,America/Phoenix
South Floral Park,South Floral Park,NY,New York,America/New_York
North Lewisburg,North Lewisburg,OH,Ohio,America/New_York
Ocala Estates,Ocala Estates,FL,Florida,America/New_York
Sylvan Lake,Sylvan Lake,MI,Michigan,America/Detroit
Union Point,Union Point,GA,Georgia,America/New_York
Hillsboro,Hillsboro,ND,North Dakota,America/Chicago
Arcade,Arcade,GA,Georgia,America/New_York
Mart,Mart,TX,Texas,America/Chicago
Rosedale,Rosedale,MS,Mississippi,America/Chicago
Rosepine,Rosepine,LA,Louisiana,America/Chicago
Stanton,Stanton,NE,Nebraska,America/Chicago
Chesapeake,Chesapeake,WV,West Virginia,America/New_York
East Helena,East Helena,MT,Montana,America/Denver
Allentown,Allentown,NJ,New Jersey,America/New_York
Washington Park,Washington Park,IL,Illinois,America/Chicago
Stony Prairie,Stony Prairie,OH,Ohio,America/New_York
Bellemont,Bellemont,AZ,Arizona,America/Phoenix
Wallis,Wallis,TX,Texas,America/Chicago
Maple Plain,Maple Plain,MN,Minnesota,America/Chicago
Elkhart,Elkhart,TX,Texas,America/Chicago
Panguitch,Panguitch,UT,Utah,America/Denver
Shelby,Shelby,MS,Mississippi,America/Chicago
Loveland Park,Loveland Park,OH,Ohio,America/New_York
Rhome,Rhome,TX,Texas,America/Chicago
Syracuse,Syracuse,KS,Kansas,America/Denver
Anna,Anna,OH,Ohio,America/New_York
Zebulon,Zebulon,GA,Georgia,America/New_York
Dillsboro,Dillsboro,IN,Indiana,America/New_York
Lake Kerr,Lake Kerr,FL,Florida,America/New_York
Cypress Quarters,Cypress Quarters,FL,Florida,America/New_York
Ainsworth,Ainsworth,NE,Nebraska,America/Chicago
Casa Blanca,Casa Blanca,AZ,Arizona,America/Phoenix
Gilbert,Gilbert,MN,Minnesota,America/Chicago
Garrett,Garrett,WA,Washington,America/Los_Angeles
Ogden,Ogden,KS,Kansas,America/Chicago
Tsaile,Tsaile,AZ,Arizona,America/Denver
Christmas,Christmas,FL,Florida,America/New_York
Rosanky,Rosanky,TX,Texas,America/Chicago
Haverford College,Haverford College,PA,Pennsylvania,America/New_York
Mazomanie,Mazomanie,WI,Wisconsin,America/Chicago
Oak Hill,Oak Hill,FL,Florida,America/New_York
Bodfish,Bodfish,CA,California,America/Los_Angeles
Killian,Killian,LA,Louisiana,America/Chicago
Lake City,Lake City,IA,Iowa,America/Chicago
Malaga,Malaga,NJ,New Jersey,America/New_York
Huntington Bay,Huntington Bay,NY,New York,America/New_York
Langston,Langston,OK,Oklahoma,America/Chicago
Nanawale Estates,Nanawale Estates,HI,Hawaii,Pacific/Honolulu
Manito,Manito,IL,Illinois,America/Chicago
Ironton,Ironton,MO,Missouri,America/Chicago
Amboy,Amboy,WA,Washington,America/Los_Angeles
Henryville,Henryville,IN,Indiana,America/Kentucky/Louisville
Fayette,Fayette,MS,Mississippi,America/Chicago
Bellwood,Bellwood,PA,Pennsylvania,America/New_York
Groton,Groton,SD,South Dakota,America/Chicago
Cave Junction,Cave Junction,OR,Oregon,America/Los_Angeles
Tekamah,Tekamah,NE,Nebraska,America/Chicago
Great Falls,Great Falls,SC,South Carolina,America/New_York
Akron,Akron,IA,Iowa,America/Chicago
Millers Creek,Millers Creek,NC,North Carolina,America/New_York
Guthrie Center,Guthrie Center,IA,Iowa,America/Chicago
Las Marías,Las Marias,PR,Puerto Rico,America/Puerto_Rico
Franklin Park,Franklin Park,FL,Florida,America/New_York
Mikes,Mikes,TX,Texas,America/Chicago
Osseo,Osseo,WI,Wisconsin,America/Chicago
Cameron,Cameron,WI,Wisconsin,America/Chicago
Spencer,Spencer,WI,Wisconsin,America/Chicago
Merritt Park,Merritt Park,NY,New York,America/New_York
Walnut Grove,Walnut Grove,GA,Georgia,America/New_York
Barview,Barview,OR,Oregon,America/Los_Angeles
Yacolt,Yacolt,WA,Washington,America/Los_Angeles
Cherry Branch,Cherry Branch,NC,North Carolina,America/New_York
Wakefield,Wakefield,MI,Michigan,America/Menominee
Royal City,Royal City,WA,Washington,America/Los_Angeles
Hoopers Creek,Hoopers Creek,NC,North Carolina,America/New_York
Caruthers,Caruthers,CA,California,America/Los_Angeles
Cairo,Cairo,IL,Illinois,America/Chicago
Tracy City,Tracy City,TN,Tennessee,America/Chicago
Ragland,Ragland,AL,Alabama,America/Chicago
Ruhenstroth,Ruhenstroth,NV,Nevada,America/Los_Angeles
Wilton Center,Wilton Center,CT,Connecticut,America/New_York
Camp Barrett,Camp Barrett,VA,Virginia,America/New_York
Bingham Farms,Bingham Farms,MI,Michigan,America/Detroit
Ivanhoe,Ivanhoe,TX,Texas,America/Chicago
Smith Center,Smith Center,KS,Kansas,America/Chicago
Warren,Warren,MN,Minnesota,America/Chicago
Harvey,Harvey,ND,North Dakota,America/Chicago
Milton,Milton,NY,New York,America/New_York
Oronoco,Oronoco,MN,Minnesota,America/Chicago
Bull Shoals,Bull Shoals,AR,Arkansas,America/Chicago
Limon,Limon,CO,Colorado,America/Denver
Las Carolinas,Las Carolinas,PR,Puerto Rico,America/Puerto_Rico
Penn Valley,Penn Valley,CA,California,America/Los_Angeles
Fall River,Fall River,WI,Wisconsin,America/Chicago
Mantua,Mantua,UT,Utah,America/Denver
Kerhonkson,Kerhonkson,NY,New York,America/New_York
Blue Hills,Blue Hills,CT,Connecticut,America/New_York
Rutledge,Rutledge,TN,Tennessee,America/New_York
Cleveland,Cleveland,WI,Wisconsin,America/Chicago
Red Lake,Red Lake,AZ,Arizona,America/Phoenix
New Oxford,New Oxford,PA,Pennsylvania,America/New_York
Arlington,Arlington,OH,Ohio,America/New_York
Wayne,Wayne,WV,West Virginia,America/New_York
Foxcliff Estates,Foxcliff Estates,IN,Indiana,America/Indiana/Indianapolis
Mona,Mona,UT,Utah,America/Denver
Bradford,Bradford,OH,Ohio,America/New_York
Sumrall,Sumrall,MS,Mississippi,America/Chicago
Morenci,Morenci,AZ,Arizona,America/Phoenix
Warm Springs,Warm Springs,CA,California,America/Los_Angeles
Church Hill,Church Hill,PA,Pennsylvania,America/New_York
Spring Valley,Spring Valley,AZ,Arizona,America/Phoenix
West Hurley,West Hurley,NY,New York,America/New_York
Pardeeville,Pardeeville,WI,Wisconsin,America/Chicago
New California,New California,OH,Ohio,America/New_York
Liberty,Liberty,KY,Kentucky,America/New_York
Huntsville,Huntsville,MO,Missouri,America/Chicago
Grayling,Grayling,MI,Michigan,America/Detroit
Caledonia,Caledonia,MI,Michigan,America/Detroit
Cedar Ridge,Cedar Ridge,CA,California,America/Los_Angeles
Browntown,Browntown,PA,Pennsylvania,America/New_York
Edinburg,Edinburg,VA,Virginia,America/New_York
Apple Mountain Lake,Apple Mountain Lake,VA,Virginia,America/New_York
Nebo,Nebo,NC,North Carolina,America/New_York
Stedman,Stedman,NC,North Carolina,America/New_York
Kingston,Kingston,NJ,New Jersey,America/New_York
Westlake,Westlake,TX,Texas,America/Chicago
Moville,Moville,IA,Iowa,America/Chicago
Ko Olina,Ko Olina,HI,Hawaii,Pacific/Honolulu
Bedminster,Bedminster,NJ,New Jersey,America/New_York
Mountain Lodge Park,Mountain Lodge Park,NY,New York,America/New_York
Samson,Samson,AL,Alabama,America/Chicago
Towanda,Towanda,KS,Kansas,America/Chicago
Point MacKenzie,Point MacKenzie,AK,Alaska,America/Anchorage
Ellaville,Ellaville,GA,Georgia,America/New_York
Caldwell,Caldwell,OH,Ohio,America/New_York
Level Plains,Level Plains,AL,Alabama,America/Chicago
Evart,Evart,MI,Michigan,America/Detroit
Steelville,Steelville,MO,Missouri,America/Chicago
Trumansburg,Trumansburg,NY,New York,America/New_York
Home,Home,WA,Washington,America/Los_Angeles
Coats,Coats,NC,North Carolina,America/New_York
West Sharyland,West Sharyland,TX,Texas,America/Chicago
Elkhorn,Elkhorn,CA,California,America/Los_Angeles
Hollis,Hollis,OK,Oklahoma,America/Chicago
Prudhoe Bay,Prudhoe Bay,AK,Alaska,America/Anchorage
Raymond,Raymond,MS,Mississippi,America/Chicago
Wilson-Conococheague,Wilson-Conococheague,MD,Maryland,America/New_York
Senath,Senath,MO,Missouri,America/Chicago
Paxtang,Paxtang,PA,Pennsylvania,America/New_York
Stratford Downtown,Stratford Downtown,CT,Connecticut,America/New_York
Milford,Milford,IN,Indiana,America/Indiana/Indianapolis
Paonia,Paonia,CO,Colorado,America/Denver
Cheswick,Cheswick,PA,Pennsylvania,America/New_York
Woodmont,Woodmont,CT,Connecticut,America/New_York
La Playa,La Playa,PR,Puerto Rico,America/Puerto_Rico
Wheatland,Wheatland,MT,Montana,America/Denver
Kaibito,Kaibito,AZ,Arizona,America/Denver
Holliday,Holliday,TX,Texas,America/Chicago
Brownlee Park,Brownlee Park,MI,Michigan,America/Detroit
Elkhart,Elkhart,KS,Kansas,America/Chicago
Liborio Negrón Torres,Liborio Negron Torres,PR,Puerto Rico,America/Puerto_Rico
Holiday Valley,Holiday Valley,OH,Ohio,America/New_York
South Whitley,South Whitley,IN,Indiana,America/Indiana/Indianapolis
Terra Bella,Terra Bella,CA,California,America/Los_Angeles
Old Saybrook Center,Old Saybrook Center,CT,Connecticut,America/New_York
Whitewright,Whitewright,TX,Texas,America/Chicago
Rosebud,Rosebud,SD,South Dakota,America/Chicago
Brownsboro,Brownsboro,TX,Texas,America/Chicago
Frankton,Frankton,IN,Indiana,America/Indiana/Indianapolis
Princeton,Princeton,NC,North Carolina,America/New_York
Broadway,Broadway,NC,North Carolina,America/New_York
Vinco,Vinco,PA,Pennsylvania,America/New_York
Woodland Park,Woodland Park,NE,Nebraska,America/Chicago
Langhorne,Langhorne,PA,Pennsylvania,America/New_York
Tioga,Tioga,ND,North Dakota,America/Chicago
Cambridge City,Cambridge City,IN,Indiana,America/Indiana/Indianapolis
Lake LeAnn,Lake LeAnn,MI,Michigan,America/Detroit
Clarks Green,Clarks Green,PA,Pennsylvania,America/New_York
Plainville,Plainville,KS,Kansas,America/Chicago
Stockton,Stockton,KS,Kansas,America/Chicago
Hopewell Junction,Hopewell Junction,NY,New York,America/New_York
Duluth,Duluth,WA,Washington,America/Los_Angeles
Mokuleia,Mokuleia,HI,Hawaii,Pacific/Honolulu
Rapids,Rapids,NY,New York,America/New_York
Nederland,Nederland,CO,Colorado,America/Denver
Stuart,Stuart,IA,Iowa,America/Chicago
Black Point-Green Point,Black Point-Green Point,CA,California,America/Los_Angeles
De Soto,De Soto,IL,Illinois,America/Chicago
Plentywood,Plentywood,MT,Montana,America/Denver
Fannett,Fannett,TX,Texas,America/Chicago
Del Rey,Del Rey,CA,California,America/Los_Angeles
North Puyallup,North Puyallup,WA,Washington,America/Los_Angeles
Brewster,Brewster,WA,Washington,America/Los_Angeles
Shelbina,Shelbina,MO,Missouri,America/Chicago
Del Norte,Del Norte,CO,Colorado,America/Denver
Dobson,Dobson,NC,North Carolina,America/New_York
Buffalo,Buffalo,TX,Texas,America/Chicago
East Lexington,East Lexington,VA,Virginia,America/New_York
Jeffersonville,Jeffersonville,KY,Kentucky,America/New_York
Goliad,Goliad,TX,Texas,America/Chicago
Westport,Westport,IN,Indiana,America/Indiana/Indianapolis
Black River,Black River,NY,New York,America/New_York
Keno,Keno,OR,Oregon,America/Los_Angeles
Taylorsville,Taylorsville,MS,Mississippi,America/Chicago
Granite,Granite,OK,Oklahoma,America/Chicago
Greenville,Greenville,FL,Florida,America/New_York
Playa Fortuna,Playa Fortuna,PR,Puerto Rico,America/Puerto_Rico
Tennille,Tennille,GA,Georgia,America/New_York
Tok,Tok,AK,Alaska,America/Anchorage
Blountsville,Blountsville,AL,Alabama,America/Chicago
Frazee,Frazee,MN,Minnesota,America/Chicago
Berry College,Berry College,GA,Georgia,America/New_York
Chenoa,Chenoa,IL,Illinois,America/Chicago
Canyon Creek,Canyon Creek,TX,Texas,America/Chicago
Mulberry,Mulberry,AR,Arkansas,America/Chicago
Weissport East,Weissport East,PA,Pennsylvania,America/New_York
Manson,Manson,IA,Iowa,America/Chicago
St. Matthews,St. Matthews,SC,South Carolina,America/New_York
Patrick AFB,Patrick AFB,FL,Florida,America/New_York
Lakemont,Lakemont,PA,Pennsylvania,America/New_York
Vass,Vass,NC,North Carolina,America/New_York
Rural Retreat,Rural Retreat,VA,Virginia,America/New_York
McCamey,McCamey,TX,Texas,America/Chicago
Dravosburg,Dravosburg,PA,Pennsylvania,America/New_York
Elmore,Elmore,OH,Ohio,America/New_York
Au Sable,Au Sable,MI,Michigan,America/Detroit
Poetry,Poetry,TX,Texas,America/Chicago
Hartshorne,Hartshorne,OK,Oklahoma,America/Chicago
Baird,Baird,TX,Texas,America/Chicago
Hagerstown,Hagerstown,IN,Indiana,America/Indiana/Indianapolis
Randolph,Randolph,WI,Wisconsin,America/Chicago
Green Valley,Green Valley,SD,South Dakota,America/Denver
South Shore,South Shore,KY,Kentucky,America/New_York
Weldon,Weldon,NC,North Carolina,America/New_York
Monroeville,Monroeville,OH,Ohio,America/New_York
Crainville,Crainville,IL,Illinois,America/Chicago
Downs,Downs,IL,Illinois,America/Chicago
Siesta Shores,Siesta Shores,TX,Texas,America/Chicago
Kimball,Kimball,TN,Tennessee,America/Chicago
Urbana,Urbana,IA,Iowa,America/Chicago
Fort Denaud,Fort Denaud,FL,Florida,America/New_York
Coeburn,Coeburn,VA,Virginia,America/New_York
Meridian,Meridian,TX,Texas,America/Chicago
Oakley,Oakley,UT,Utah,America/Denver
Weston,Weston,OH,Ohio,America/New_York
Osgood,Osgood,IN,Indiana,America/Indiana/Indianapolis
Newark,Newark,AR,Arkansas,America/Chicago
Warren,Warren,OR,Oregon,America/Los_Angeles
Bolindale,Bolindale,OH,Ohio,America/New_York
Venice,Venice,IL,Illinois,America/Chicago
Olive Hill,Olive Hill,KY,Kentucky,America/New_York
Bourbon,Bourbon,MO,Missouri,America/Chicago
Dalton,Dalton,OH,Ohio,America/New_York
Belford,Belford,NJ,New Jersey,America/New_York
Howard City,Howard City,MI,Michigan,America/Detroit
Tunkhannock,Tunkhannock,PA,Pennsylvania,America/New_York
Colma,Colma,CA,California,America/Los_Angeles
Pumpkin Center,Pumpkin Center,NC,North Carolina,America/New_York
Carbonville,Carbonville,UT,Utah,America/Denver
Le Grand,Le Grand,CA,California,America/Los_Angeles
Port Dickinson,Port Dickinson,NY,New York,America/New_York
Taft Southwest,Taft Southwest,TX,Texas,America/Chicago
Oblong,Oblong,IL,Illinois,America/Chicago
Carrier Mills,Carrier Mills,IL,Illinois,America/Chicago
Crugers,Crugers,NY,New York,America/New_York
Bangs,Bangs,TX,Texas,America/Chicago
Lake Sherwood,Lake Sherwood,CA,California,America/Los_Angeles
River Hills,River Hills,WI,Wisconsin,America/Chicago
Pablo,Pablo,MT,Montana,America/Denver
Sleepy Hollow,Sleepy Hollow,WY,Wyoming,America/Denver
Mont Alto,Mont Alto,PA,Pennsylvania,America/New_York
Melville,Melville,RI,Rhode Island,America/New_York
Eaton,Eaton,IN,Indiana,America/Indiana/Indianapolis
Moody AFB,Moody AFB,GA,Georgia,America/New_York
Swedeland,Swedeland,PA,Pennsylvania,America/New_York
Coats Bend,Coats Bend,AL,Alabama,America/Chicago
Cove Creek,Cove Creek,NC,North Carolina,America/New_York
Salem,Salem,WV,West Virginia,America/New_York
Patton Village,Patton Village,TX,Texas,America/Chicago
Stewartville,Stewartville,AL,Alabama,America/Chicago
Braddock Hills,Braddock Hills,PA,Pennsylvania,America/New_York
Lake Camelot,Lake Camelot,IL,Illinois,America/Chicago
Cedar Bluff,Cedar Bluff,AL,Alabama,America/Chicago
Moundridge,Moundridge,KS,Kansas,America/Chicago
Corydon,Corydon,IA,Iowa,America/Chicago
Temelec,Temelec,CA,California,America/Los_Angeles
Wellston,Wellston,MO,Missouri,America/Chicago
Van Meter,Van Meter,IA,Iowa,America/Chicago
Sulligent,Sulligent,AL,Alabama,America/Chicago
Luther,Luther,OK,Oklahoma,America/Chicago
Oakland,Oakland,PA,Pennsylvania,America/New_York
Woodacre,Woodacre,CA,California,America/Los_Angeles
Coburg,Coburg,OR,Oregon,America/Los_Angeles
Bunker Hill,Bunker Hill,OR,Oregon,America/Los_Angeles
South Sumter,South Sumter,SC,South Carolina,America/New_York
Lagunitas-Forest Knolls,Lagunitas-Forest Knolls,CA,California,America/Los_Angeles
Laymantown,Laymantown,VA,Virginia,America/New_York
Beverly,Beverly,OH,Ohio,America/New_York
Gurdon,Gurdon,AR,Arkansas,America/Chicago
Hawthorne,Hawthorne,FL,Florida,America/New_York
Shell Rock,Shell Rock,IA,Iowa,America/Chicago
Hancock,Hancock,MD,Maryland,America/New_York
Simmesport,Simmesport,LA,Louisiana,America/Chicago
Beaver Dam,Beaver Dam,AZ,Arizona,America/Phoenix
Wellington,Wellington,UT,Utah,America/Denver
Elk Rapids,Elk Rapids,MI,Michigan,America/Detroit
Espy,Espy,PA,Pennsylvania,America/New_York
Norris City,Norris City,IL,Illinois,America/Chicago
Remington,Remington,IN,Indiana,America/Indiana/Indianapolis
Fennville,Fennville,MI,Michigan,America/Detroit
Forest Meadows,Forest Meadows,CA,California,America/Los_Angeles
Dixon,Dixon,NM,New Mexico,America/Denver
Osakis,Osakis,MN,Minnesota,America/Chicago
Nashua,Nashua,IA,Iowa,America/Chicago
Mount Airy,Mount Airy,GA,Georgia,America/New_York
Owingsville,Owingsville,KY,Kentucky,America/New_York
Hartington,Hartington,NE,Nebraska,America/Chicago
Topaz Ranch Estates,Topaz Ranch Estates,NV,Nevada,America/Los_Angeles
Osburn,Osburn,ID,Idaho,America/Los_Angeles
Terry,Terry,MS,Mississippi,America/Chicago
White Island Shores,White Island Shores,MA,Massachusetts,America/New_York
New Market,New Market,TN,Tennessee,America/New_York
Lake Como,Lake Como,NJ,New Jersey,America/New_York
Princeville,Princeville,NC,North Carolina,America/New_York
Hertford,Hertford,NC,North Carolina,America/New_York
Industry,Industry,PA,Pennsylvania,America/New_York
Quinlan,Quinlan,TX,Texas,America/Chicago
Fall City,Fall City,WA,Washington,America/Los_Angeles
Cambridge,Cambridge,WI,Wisconsin,America/Chicago
Merlin,Merlin,OR,Oregon,America/Los_Angeles
Averill Park,Averill Park,NY,New York,America/New_York
Big Pine,Big Pine,CA,California,America/Los_Angeles
Colorado City,Colorado City,CO,Colorado,America/Denver
Huachuca City,Huachuca City,AZ,Arizona,America/Phoenix
Sedgwick,Sedgwick,KS,Kansas,America/Chicago
